Window Start,Window End,Vault ID,Failures,Disk Details
2023-04-12 00:00:00,2023-04-13 00:00:00,1104,1,TOSHIBA MG07ACA14TA-70E0A0CSF97G
2023-04-12 00:00:00,2023-04-13 00:00:00,1114,1,ST12000NM0008-ZL004QVH
2023-04-12 00:00:00,2023-04-13 00:00:00,1003,1,ST4000DM000-S30115KF
2023-04-12 00:00:00,2023-04-13 00:00:00,1055,1,ST8000NM0055-ZA18179R
2023-04-12 00:00:00,2023-04-13 00:00:00,1043,1,ST8000NM0055-ZA12Z0QN

Window Start,Window End,Vault ID,Failures,Disk Details
2023-04-13 00:00:00,2023-04-14 00:00:00,1035,1,ST8000DM002-ZA12Q5VF
2023-04-13 00:00:00,2023-04-14 00:00:00,1065,1,ST12000NM0008-ZHZ4XH67
2023-04-13 00:00:00,2023-04-14 00:00:00,1054,1,ST8000NM0055-ZA180Q92
2023-04-13 00:00:00,2023-04-14 00:00:00,1010,1,ST4000DM000-Z304KD3L
2023-04-13 00:00:00,2023-04-14 00:00:00,1407,1,CT250MX500SSD1-2140E5D8CF4D

Window Start,Window End,Vault ID,Failures,Disk Details
2023-04-14 00:00:00,2023-04-15 00:00:00,1120,4,HGST HUH721212ALN604-8HK2AUVH;HGST HUH721212ALN604-AAG61UGH;HGST HUH721212ALN604-AAG7MV8H;HGST HUH721212ALN604-AAG63X6H
2023-04-14 00:00:00,2023-04-15 00:00:00,1128,2,ST12000NM0007-ZJV4X5CG;ST12000NM0007-ZJV40T0M
2023-04-14 00:00:00,2023-04-15 00:00:00,1124,2,HGST HUH721212ALN604-2AGMLTVY;HGST HUH721212ALE604-5QJBA8HB
2023-04-14 00:00:00,2023-04-15 00:00:00,1161,2,ST16000NM001G-ZL22YSA8;ST16000NM001G-ZL23XGFZ
2023-04-14 00:00:00,2023-04-15 00:00:00,1114,1,ST12000NM0008-ZL005CNZ
2023-04-14 00:00:00,2023-04-15 00:00:00,1166,1,HGST HUH721212ALE604-8DJ3PRAY
2023-04-14 00:00:00,2023-04-15 00:00:00,1044,1,ST8000NM0055-ZA1819MD
2023-04-14 00:00:00,2023-04-15 00:00:00,3001,1,WDC WUH721816ALE6L4-2CKHRZTN
2023-04-14 00:00:00,2023-04-15 00:00:00,1020,1,ST4000DM000-Z305GWCD
2023-04-14 00:00:00,2023-04-15 00:00:00,1074,1,TOSHIBA MG07ACA14TA-40N0A04KF97G

Window Start,Window End,Vault ID,Failures,Disk Details
2023-04-15 00:00:00,2023-04-16 00:00:00,1118,2,HGST HUH721212ALN604-AAG6TK8H;HGST HUH721212ALN604-8HKHPDLH
2023-04-15 00:00:00,2023-04-16 00:00:00,1113,2,HGST HUH721212ALN604-8HJY7GDH;HGST HUH721212ALN604-8HK68T0H
2023-04-15 00:00:00,2023-04-16 00:00:00,1105,1,HGST HUH721212ALE604-8DJ0LA7H
2023-04-15 00:00:00,2023-04-16 00:00:00,1054,1,ST8000NM0055-ZA180YXL
2023-04-15 00:00:00,2023-04-16 00:00:00,1142,1,ST12000NM001G-ZLW0EGAK
2023-04-15 00:00:00,2023-04-16 00:00:00,1153,1,ST14000NM0138-ZHZ3D26Q
2023-04-15 00:00:00,2023-04-16 00:00:00,1053,1,ST8000NM0055-ZA171BW4
2023-04-15 00:00:00,2023-04-16 00:00:00,1052,1,HGST HMS5C4040BLE640-PL2331LAHDG17J
2023-04-15 00:00:00,2023-04-16 00:00:00,1092,1,ST10000NM0086-ZA20ZNG9

Window Start,Window End,Vault ID,Failures,Disk Details
2023-04-16 00:00:00,2023-04-17 00:00:00,1016,1,ST4000DM000-Z304KBT8

Window Start,Window End,Vault ID,Failures,Disk Details
2023-04-17 00:00:00,2023-04-18 00:00:00,1066,2,TOSHIBA MG07ACA14TA-88R0A07KF97G;TOSHIBA MG07ACA14TA-88X0A06MF97G
2023-04-17 00:00:00,2023-04-18 00:00:00,1053,2,ST8000NM0055-ZA173SWF;TOSHIBA MQ01ABF050M-177QT3EKT
2023-04-17 00:00:00,2023-04-18 00:00:00,1113,2,HGST HUH721212ALN604-8HK3HDNH;HGST HUH721212ALN604-8HJZE7BH
2023-04-17 00:00:00,2023-04-18 00:00:00,1044,1,ST8000NM0055-ZA180R71
2023-04-17 00:00:00,2023-04-18 00:00:00,1054,1,ST8000NM0055-ZA17ZNPY
2023-04-17 00:00:00,2023-04-18 00:00:00,1120,1,HGST HUH721212ALN604-8HKTJULH
2023-04-17 00:00:00,2023-04-18 00:00:00,1060,1,HGST HUH721212ALE604-5PHLAAND
2023-04-17 00:00:00,2023-04-18 00:00:00,1093,1,ST10000NM0086-ZA21CGKT
2023-04-17 00:00:00,2023-04-18 00:00:00,1039,1,TOSHIBA HDWF180-Y76GK0LZFZ1D
2023-04-17 00:00:00,2023-04-18 00:00:00,1126,1,HGST HUH721212ALN604-AAG7BSKH

Window Start,Window End,Vault ID,Failures,Disk Details
2023-04-18 00:00:00,2023-04-19 00:00:00,1118,2,HGST HUH721212ALN604-AAG26V1H;HGST HUH721212ALN604-8HKY66AH
2023-04-18 00:00:00,2023-04-19 00:00:00,1113,2,HGST HUH721212ALN604-8HK7Y1TH;HGST HUH721212ALN604-8HJXYLKH
2023-04-18 00:00:00,2023-04-19 00:00:00,1033,2,ST8000DM002-ZA126JN9;ST8000DM002-ZA11PNQK
2023-04-18 00:00:00,2023-04-19 00:00:00,1049,1,HGST HMS5C4040BLE640-PL1331LAHD0WGH
2023-04-18 00:00:00,2023-04-19 00:00:00,1159,1,TOSHIBA MG07ACA14TA-70H0A008F97G
2023-04-18 00:00:00,2023-04-19 00:00:00,1124,1,HGST HUH721212ALN604-AAHMR0AH
2023-04-18 00:00:00,2023-04-19 00:00:00,1055,1,ST8000NM0055-ZA17ZNPM
2023-04-18 00:00:00,2023-04-19 00:00:00,1043,1,HGST HUH728080ALE604-2EHSADEX
2023-04-18 00:00:00,2023-04-19 00:00:00,1131,1,ST12000NM0008-ZHZ3KDRB
2023-04-18 00:00:00,2023-04-19 00:00:00,1064,1,ST12000NM0008-ZHZ4Y409

Window Start,Window End,Vault ID,Failures,Disk Details
2023-04-19 00:00:00,2023-04-20 00:00:00,1091,2,ST8000NM0055-ZA180Z52;ST8000NM0055-ZA1814C0
2023-04-19 00:00:00,2023-04-20 00:00:00,1055,1,ST8000NM0055-ZA14Y3LA
2023-04-19 00:00:00,2023-04-20 00:00:00,1131,1,ST12000NM0008-ZHZ45JM8
2023-04-19 00:00:00,2023-04-20 00:00:00,1042,1,ST8000NM0055-ZA13X80G
2023-04-19 00:00:00,2023-04-20 00:00:00,1151,1,ST14000NM001G-ZLW17SF9
2023-04-19 00:00:00,2023-04-20 00:00:00,1052,1,HGST HMS5C4040BLE640-PL2331LAHDG2DJ
2023-04-19 00:00:00,2023-04-20 00:00:00,1050,1,HGST HMS5C4040BLE640-PL1331LAHDYX6H
2023-04-19 00:00:00,2023-04-20 00:00:00,1106,1,TOSHIBA MG07ACA14TA-70E0A1DEF97G
2023-04-19 00:00:00,2023-04-20 00:00:00,1039,1,ST8000NM0055-ZA16DSTD
2023-04-19 00:00:00,2023-04-20 00:00:00,1127,1,HGST HUH721212ALN604-2AGM8RHY

Window Start,Window End,Vault ID,Failures,Disk Details
2023-04-20 00:00:00,2023-04-21 00:00:00,1132,2,ST12000NM0008-ZHZ3KD5C;ST12000NM0008-ZHZ3NALE
2023-04-20 00:00:00,2023-04-21 00:00:00,1113,2,HGST HUH721212ALN604-8HJY395H;HGST HUH721212ALN604-8HKHPJGH
2023-04-20 00:00:00,2023-04-21 00:00:00,1120,1,HGST HUH721212ALN604-AAG6HZ5H
2023-04-20 00:00:00,2023-04-21 00:00:00,1032,1,ST8000DM002-ZA12QCR2
2023-04-20 00:00:00,2023-04-21 00:00:00,1098,1,ST12000NM0008-ZL0052SL
2023-04-20 00:00:00,2023-04-21 00:00:00,1053,1,ST8000NM0055-ZA175225
2023-04-20 00:00:00,2023-04-21 00:00:00,1064,1,ST12000NM0008-ZHZ3W4Y8
2023-04-20 00:00:00,2023-04-21 00:00:00,1106,1,TOSHIBA MG07ACA14TA-70F0A0SRF97G
2023-04-20 00:00:00,2023-04-21 00:00:00,1158,1,WDC WUH721414ALE6L4-X0GG5HWC
2023-04-20 00:00:00,2023-04-21 00:00:00,1125,1,HGST HUH721212ALN604-AAHEHPJH

Window Start,Window End,Vault ID,Failures,Disk Details
2023-04-21 00:00:00,2023-04-22 00:00:00,1127,2,HGST HUH721212ALN604-2AGMLTMY;HGST HUH721212ALN604-2AGMJP0Y
2023-04-21 00:00:00,2023-04-22 00:00:00,1014,1,ST4000DM000-S301PQ41
2023-04-21 00:00:00,2023-04-22 00:00:00,1157,1,ST16000NM001G-ZL23XZWV
2023-04-21 00:00:00,2023-04-22 00:00:00,2014,1,WDC WUH721816ALE6L4-2CKEUJ3N
2023-04-21 00:00:00,2023-04-22 00:00:00,1056,1,HGST HUH721212ALE604-5PHPV84D
2023-04-21 00:00:00,2023-04-22 00:00:00,1022,1,ST4000DM000-Z305D6GT
2023-04-21 00:00:00,2023-04-22 00:00:00,1033,1,ST8000DM002-ZA12KYYX
2023-04-21 00:00:00,2023-04-22 00:00:00,1054,1,ST8000NM0055-ZA1651HF
2023-04-21 00:00:00,2023-04-22 00:00:00,1053,1,ST8000NM0055-ZA170V1G
2023-04-21 00:00:00,2023-04-22 00:00:00,1050,1,HGST HMS5C4040BLE640-PL2331LAHDGHPJ

Window Start,Window End,Vault ID,Failures,Disk Details
2023-04-22 00:00:00,2023-04-23 00:00:00,1039,1,ST8000NM0055-ZA16CM3P
2023-04-22 00:00:00,2023-04-23 00:00:00,1123,1,HGST HUH721212ALN604-AAG61W4H
2023-04-22 00:00:00,2023-04-23 00:00:00,1011,1,ST4000DM000-Z304L944
2023-04-22 00:00:00,2023-04-23 00:00:00,1022,1,ST4000DM000-Z305D2TK
2023-04-22 00:00:00,2023-04-23 00:00:00,1053,1,ST8000NM0055-ZA171QYW
2023-04-22 00:00:00,2023-04-23 00:00:00,1094,1,TOSHIBA MG07ACA14TA-1060A021F97G
2023-04-22 00:00:00,2023-04-23 00:00:00,1093,1,ST10000NM0086-ZA21AE4R

